"ChEMBL ID"	"Name"	"UniProt Accessions"	"Type"	"Organism"	"Compounds"	"Activities"	"Tax ID"	"Species Group Flag"
"CHEMBL4523240"	"Ataxin-3"	"P54252"	"SINGLE PROTEIN"	"Homo sapiens"	"9"	"9"	"9606"	"False"
"CHEMBL2100"	"Glutathione S-transferase Mu 4"	"Q03013"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5101"	"Arylamine N-acetyltransferase 1"	"P18440"	"SINGLE PROTEIN"	"Homo sapiens"	"52"	"60"	"9606"	"False"
"CHEMBL2823"	"Heme oxygenase 1"	"P09601"	"SINGLE PROTEIN"	"Homo sapiens"	"17"	"32"	"9606"	"False"
"CHEMBL2511"	"Phenylalanyl-tRNA synthetase mitochondrial"	"O95363"	"SINGLE PROTEIN"	"Homo sapiens"	"27"	"35"	"9606"	"False"
"CHEMBL2111444"	"CDK3/cyclin E"	"P24864|O96020|Q00526"	"PROTEIN COMPLEX GROUP"	"Homo sapiens"	"185"	"351"	"9606"	"False"
"CHEMBL3038502"	"JNK2/JNK3"	"P53779|P45984"	"PROTEIN FAMILY"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5483183"	"CDK6/Cyclin D"	"P24385|P30281|Q00534|P30279"	"PROTEIN COMPLEX GROUP"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL1075165"	"Phosphatidylinositol 3-kinase catalytic subunit type 3"	"Q8NEB9"	"SINGLE PROTEIN"	"Homo sapiens"	"475"	"579"	"9606"	"False"
"CHEMBL2096989"	"Angiotensin-converting enzyme"	"P12821|Q9BYF1"	"PROTEIN FAMILY"	"Homo sapiens"	"61"	"76"	"9606"	"False"
"CHEMBL5198"	"Mitogen-activated protein kinase 15"	"Q8TD08"	"SINGLE PROTEIN"	"Homo sapiens"	"625"	"807"	"9606"	"False"
"CHEMBL4739695"	"N6-adenosine-methyltransferase catalytic subunit"	"Q86U44"	"SINGLE PROTEIN"	"Homo sapiens"	"1098"	"1245"	"9606"	"False"
"CHEMBL4448"	"Kallikrein 6"	"Q92876"	"SINGLE PROTEIN"	"Homo sapiens"	"106"	"143"	"9606"	"False"
"CHEMBL3286061"	"Sphingosine-1-phosphate lyase 1"	"O95470"	"SINGLE PROTEIN"	"Homo sapiens"	"62"	"93"	"9606"	"False"
"CHEMBL5924"	"Ubiquitin-like modifier-activating enzyme 1"	"P22314"	"SINGLE PROTEIN"	"Homo sapiens"	"46"	"62"	"9606"	"False"
"CHEMBL3885625"	"Proteasome subunit beta type-1/beta type-5"	"P20618|P28074"	"PROTEIN FAMILY"	"Homo sapiens"	"1"	"2"	"9606"	"False"
"CHEMBL5347"	"Glucose-6-phosphate 1-dehydrogenase"	"P11413"	"SINGLE PROTEIN"	"Homo sapiens"	"722"	"781"	"9606"	"False"
"CHEMBL3761"	"Beta-glucosidase"	"Q9HCG7"	"SINGLE PROTEIN"	"Homo sapiens"	"202"	"258"	"9606"	"False"
"CHEMBL1932891"	"Acyl-protein thioesterase 2"	"O95372"	"SINGLE PROTEIN"	"Homo sapiens"	"12"	"25"	"9606"	"False"
"CHEMBL4286"	"Spermidine/spermine N(1)-acetyltransferase 1"	"P21673"	"SINGLE PROTEIN"	"Homo sapiens"	"37"	"61"	"9606"	"False"
"CHEMBL4742319"	"Cereblon/DNA polymerase delta subunit 4"	"Q9HCU8|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL1743318"	"UDP-glucuronosyltransferase 1-8"	"Q9HAW9"	"SINGLE PROTEIN"	"Homo sapiens"	"153"	"233"	"9606"	"False"
"CHEMBL1075104"	"Leucine-rich repeat serine/threonine-protein kinase 2"	"Q5S007"	"SINGLE PROTEIN"	"Homo sapiens"	"3215"	"6728"	"9606"	"False"
"CHEMBL5573"	"Intestinal alkaline phosphatase"	"P09923"	"SINGLE PROTEIN"	"Homo sapiens"	"565"	"724"	"9606"	"False"
"CHEMBL4296109"	"Sharpin/RBCK1/RNF31"	"Q9H0F6|Q9BYM8|Q96EP0"	"PROTEIN COMPLEX"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4105819"	"Adenine phosphoribosyltransferase"	"P07741"	"SINGLE PROTEIN"	"Homo sapiens"	"185"	"185"	"9606"	"False"
"CHEMBL3038491"	"JAK3/JAK1"	"P52333|P23458"	"PROTEIN COMPLEX"	"Homo sapiens"	"226"	"331"	"9606"	"False"
"CHEMBL4105929"	"L-lactate dehydrogenase"	"V9HWB9"	"SINGLE PROTEIN"	"Homo sapiens"	"93"	"161"	"9606"	"False"
"CHEMBL2095150"	"Phosphodiesterase 1"	"P54750|Q01064|Q14123"	"PROTEIN FAMILY"	"Homo sapiens"	"471"	"671"	"9606"	"False"
"CHEMBL1795192"	"Cyclin-dependent kinase 13"	"Q14004"	"SINGLE PROTEIN"	"Homo sapiens"	"491"	"610"	"9606"	"False"
"CHEMBL1075138"	"Tyrosyl-DNA phosphodiesterase 1"	"Q9NUW8"	"SINGLE PROTEIN"	"Homo sapiens"	"196746"	"345557"	"9606"	"False"
"CHEMBL3959"	"Quinone reductase 2"	"P16083"	"SINGLE PROTEIN"	"Homo sapiens"	"655"	"885"	"9606"	"False"
"CHEMBL3596076"	"CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase"	"Q11203"	"SINGLE PROTEIN"	"Homo sapiens"	"4"	"4"	"9606"	"False"
"CHEMBL2096620"	"Protein kinase C, PKC; classical/novel"	"O94806|P17252|P05129|Q05655|P05771|Q02156|P24723|Q15139|Q04759"	"PROTEIN FAMILY"	"Homo sapiens"	"68"	"71"	"9606"	"False"
"CHEMBL4295643"	"Alkyldihydroxyacetonephosphate synthase, peroxisomal"	"O00116"	"SINGLE PROTEIN"	"Homo sapiens"	"25"	"31"	"9606"	"False"
"CHEMBL4742268"	"Cereblon/NTRK1"	"P04629|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"4"	"4"	"9606"	"False"
"CHEMBL4147"	"CaM kinase II alpha"	"Q9UQM7"	"SINGLE PROTEIN"	"Homo sapiens"	"1384"	"1984"	"9606"	"False"
"CHEMBL5095"	"Wee1-like protein kinase 2"	"P0C1S8"	"SINGLE PROTEIN"	"Homo sapiens"	"256"	"283"	"9606"	"False"
"CHEMBL2007628"	"Tyrosine-protein phosphatase non-receptor type 5"	"P54829"	"SINGLE PROTEIN"	"Homo sapiens"	"471"	"543"	"9606"	"False"
"CHEMBL4523710"	"Protein cereblon/IRAK4"	"Q9NWZ3|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"23"	"80"	"9606"	"False"
"CHEMBL4105949"	"Peptidyl-prolyl cis-trans isomerase FKBP2"	"P26885"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL5465328"	"Ribosomal oxygenase 2"	"Q8IUF8"	"SINGLE PROTEIN"	"Homo sapiens"	"10"	"10"	"9606"	"False"
"CHEMBL5627"	"Leukocyte tyrosine kinase receptor"	"P29376"	"SINGLE PROTEIN"	"Homo sapiens"	"1079"	"1576"	"9606"	"False"
"CHEMBL3847"	"AMP-activated protein kinase, beta-1 subunit"	"Q9Y478"	"SINGLE PROTEIN"	"Homo sapiens"	"55"	"56"	"9606"	"False"
"CHEMBL2169730"	"NQO1 protein"	"Q3B792"	"SINGLE PROTEIN"	"Homo sapiens"	"5"	"5"	"9606"	"False"
"CHEMBL3217390"	"Transcription initiation factor TFIID subunit 1"	"P21675"	"SINGLE PROTEIN"	"Homo sapiens"	"292"	"450"	"9606"	"False"
"CHEMBL4523978"	"Src/Lck kinase"	"P12931|P06239"	"SELECTIVITY GROUP"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5291604"	"E3 ubiquitin-protein ligase RNF4"	"P78317"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"7"	"9606"	"False"
"CHEMBL4630816"	"DNA replication licensing factor MCM7"	"P33993"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"8"	"9606"	"False"
"CHEMBL4630815"	"DNA replication licensing factor MCM5"	"P33992"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"3"	"9606"	"False"
"CHEMBL4105814"	"ATP-dependent RNA helicase DHX30"	"Q7L2E3"	"SINGLE PROTEIN"	"Homo sapiens"	"170"	"170"	"9606"	"False"
"CHEMBL2525"	"Beta secretase 2"	"Q9Y5Z0"	"SINGLE PROTEIN"	"Homo sapiens"	"1566"	"1716"	"9606"	"False"
"CHEMBL2189126"	"Calcium-independent phospholipase A2-gamma"	"Q9NP80"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3885623"	"Prostaglandin E synthase/G/H synthase 2"	"P35354|O14684"	"PROTEIN FAMILY"	"Homo sapiens"	"4"	"7"	"9606"	"False"
"CHEMBL3334418"	"Phosphoglycerate mutase 1"	"P18669"	"SINGLE PROTEIN"	"Homo sapiens"	"98"	"143"	"9606"	"False"
"CHEMBL1075166"	"Beta-adrenergic receptor kinase 2"	"P35626"	"SINGLE PROTEIN"	"Homo sapiens"	"240"	"271"	"9606"	"False"
"CHEMBL5465290"	"Phosphatidylserine synthase 1"	"P48651"	"SINGLE PROTEIN"	"Homo sapiens"	"95"	"95"	"9606"	"False"
"CHEMBL5305043"	"Estradiol 17-beta-dehydrogenase 11"	"Q8NBQ5"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"4"	"9606"	"False"
"CHEMBL3039"	"NADH-ubiquinone oxidoreductase 49 kDa subunit"	"O75306"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"6"	"9606"	"False"
"CHEMBL2240"	"Acetyl-CoA acetyltransferase, cytosolic"	"Q9BWD1"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523193"	"General transcription and DNA repair factor IIH helicase subunit XPB"	"P19447"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL4523496"	"Exonuclease 1"	"Q9UQ84"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3713687"	"Cytochrome P450 26B1"	"Q9NR63"	"SINGLE PROTEIN"	"Homo sapiens"	"24"	"25"	"9606"	"False"
"CHEMBL3988"	"Ephrin type-A receptor 4"	"P54764"	"SINGLE PROTEIN"	"Homo sapiens"	"1219"	"2065"	"9606"	"False"
"CHEMBL4071"	"Cathepsin G"	"P08311"	"SINGLE PROTEIN"	"Homo sapiens"	"1416"	"2322"	"9606"	"False"
"CHEMBL2039"	"Monoamine oxidase B"	"P27338"	"SINGLE PROTEIN"	"Homo sapiens"	"6431"	"9149"	"9606"	"False"
"CHEMBL2386"	"Chymotrypsin C"	"Q99895"	"SINGLE PROTEIN"	"Homo sapiens"	"327"	"383"	"9606"	"False"
"CHEMBL3474"	"Phospholipase A2 group IIA"	"P14555"	"SINGLE PROTEIN"	"Homo sapiens"	"624"	"1079"	"9606"	"False"
"CHEMBL3286"	"Urokinase-type plasminogen activator"	"P00749"	"SINGLE PROTEIN"	"Homo sapiens"	"1725"	"2019"	"9606"	"False"
"CHEMBL5469"	"Protein tyrosine kinase 2 beta"	"Q14289"	"SINGLE PROTEIN"	"Homo sapiens"	"2104"	"2895"	"9606"	"False"
"CHEMBL220"	"Acetylcholinesterase"	"P22303"	"SINGLE PROTEIN"	"Homo sapiens"	"10650"	"18946"	"9606"	"False"
"CHEMBL3430880"	"Rod cGMP-specific 3',5'-cyclic phosphodiesterase alpha/beta"	"P35913|P16499"	"PROTEIN COMPLEX"	"Homo sapiens"	"4"	"6"	"9606"	"False"
"CHEMBL5331"	"Proto-oncogene tyrosine-protein kinase MER"	"Q12866"	"SINGLE PROTEIN"	"Homo sapiens"	"1513"	"2737"	"9606"	"False"
"CHEMBL4899"	"Mitogen-activated protein kinase kinase kinase 8"	"P41279"	"SINGLE PROTEIN"	"Homo sapiens"	"403"	"469"	"9606"	"False"
"CHEMBL4897"	"Serine/threonine-protein kinase PLK3"	"Q9H4B4"	"SINGLE PROTEIN"	"Homo sapiens"	"1626"	"1972"	"9606"	"False"
"CHEMBL3341582"	"Cytochrome P450 3A7"	"P24462"	"SINGLE PROTEIN"	"Homo sapiens"	"19"	"35"	"9606"	"False"
"CHEMBL3430890"	"Voltage-gated potassium channel subunit Kv7.1/Misshapen-like kinase 1"	"P51787|Q8N4C8"	"PROTEIN COMPLEX"	"Homo sapiens"	"7"	"9"	"9606"	"False"
"CHEMBL2614"	"Glutamate decarboxylase 67 kDa isoform"	"Q99259"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL5483"	"Insulin receptor-related protein"	"P14616"	"SINGLE PROTEIN"	"Homo sapiens"	"946"	"1571"	"9606"	"False"
"CHEMBL5684"	"Muscle, skeletal receptor tyrosine protein kinase"	"O15146"	"SINGLE PROTEIN"	"Homo sapiens"	"922"	"1548"	"9606"	"False"
"CHEMBL4244"	"Legumain"	"Q99538"	"SINGLE PROTEIN"	"Homo sapiens"	"260"	"372"	"9606"	"False"
"CHEMBL5897"	"Ectonucleoside triphosphate diphosphohydrolase 3"	"O75355"	"SINGLE PROTEIN"	"Homo sapiens"	"86"	"109"	"9606"	"False"
"CHEMBL5975"	"Serine/threonine-protein kinase RIO1"	"Q9BRS2"	"SINGLE PROTEIN"	"Homo sapiens"	"267"	"327"	"9606"	"False"
"CHEMBL1772932"	"Mitotic checkpoint serine/threonine-protein kinase BUB1"	"O43683"	"SINGLE PROTEIN"	"Homo sapiens"	"380"	"409"	"9606"	"False"
"CHEMBL4208"	"Proteasome component C5"	"P20618"	"SINGLE PROTEIN"	"Homo sapiens"	"609"	"937"	"9606"	"False"
"CHEMBL4296137"	"Cereblon/BCR/ABL"	"P00519|P11274|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"100"	"220"	"9606"	"False"
"CHEMBL2111380"	"Cathepsin (L and K)"	"P43235|P07711"	"SELECTIVITY GROUP"	"Homo sapiens"	"100"	"105"	"9606"	"False"
"CHEMBL2094115"	"MAP kinase p38"	"O15264|Q15759|Q16539|P53778"	"PROTEIN FAMILY"	"Homo sapiens"	"1047"	"1594"	"9606"	"False"
"CHEMBL5465323"	"Protein O-mannosyl-transferase TMTC3"	"Q6ZXV5"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2096988"	"Thrombin & trypsin"	"P00734|P07477|P07478|P35030"	"SELECTIVITY GROUP"	"Homo sapiens"	"257"	"271"	"9606"	"False"
"CHEMBL5465334"	"E3 ubiquitin-protein ligase TRIM58"	"Q8NG06"	"SINGLE PROTEIN"	"Homo sapiens"	"11"	"12"	"9606"	"False"
"CHEMBL2401602"	"N-acylneuraminate-9-phosphatase"	"Q8TBE9"	"SINGLE PROTEIN"	"Homo sapiens"	"4"	"4"	"9606"	"False"
"CHEMBL5465521"	"DDB1- and CUL4-associated factor 1"	"Q9Y4B6"	"SINGLE PROTEIN"	"Homo sapiens"	"33"	"54"	"9606"	"False"
"CHEMBL4748232"	"VHL/EML4-ALK"	"Q9UM73|Q9HC35|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL4523345"	"Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6"	"Q6NYC1"	"SINGLE PROTEIN"	"Homo sapiens"	"41"	"51"	"9606"	"False"
"CHEMBL3091262"	"Poly [ADP-ribose] polymerase 8"	"Q8N3A8"	"SINGLE PROTEIN"	"Homo sapiens"	"85"	"89"	"9606"	"False"
"CHEMBL4680047"	"Baculoviral IAP repeat-containing protein 2/Hematopoietic prostaglandin D synthase"	"Q13490|O60760"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5465274"	"Serine/threonine-protein phosphatase with EF-hands 1"	"O14829"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5465258"	"E3 ubiquitin-protein ligase CHIP"	"Q9UNE7"	"SINGLE PROTEIN"	"Homo sapiens"	"10"	"20"	"9606"	"False"
"CHEMBL2321640"	"Frataxin, mitochondrial"	"Q16595"	"SINGLE PROTEIN"	"Homo sapiens"	"7"	"9"	"9606"	"False"
"CHEMBL3407324"	"Ubiquitin carboxyl-terminal hydrolase 13"	"Q92995"	"SINGLE PROTEIN"	"Homo sapiens"	"4"	"4"	"9606"	"False"
"CHEMBL5291951"	"Dual specificity protein kinase CLK1/CLK2/CLK4"	"Q9HAZ1|P49759|P49760"	"PROTEIN FAMILY"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2393"	"AMP-activated protein kinase, gamma-1 subunit"	"P54619"	"SINGLE PROTEIN"	"Homo sapiens"	"254"	"254"	"9606"	"False"
"CHEMBL3978"	"Cytochrome P450 4A11"	"Q02928"	"SINGLE PROTEIN"	"Homo sapiens"	"41"	"53"	"9606"	"False"
"CHEMBL6142"	"Poly [ADP-ribose] polymerase 4"	"Q9UKK3"	"SINGLE PROTEIN"	"Homo sapiens"	"58"	"76"	"9606"	"False"
"CHEMBL1741174"	"Acylamino-acid-releasing enzyme"	"P13798"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"14"	"9606"	"False"
"CHEMBL2899"	"Brain adenylate cyclase 1"	"Q08828"	"SINGLE PROTEIN"	"Homo sapiens"	"212"	"399"	"9606"	"False"
"CHEMBL3883298"	"Inhibitor of NF-kappa-B kinase alpha/beta"	"O14920|O15111"	"PROTEIN COMPLEX"	"Homo sapiens"	"17"	"19"	"9606"	"False"
"CHEMBL3588729"	"Ghrelin O-acyltransferase"	"Q96T53"	"SINGLE PROTEIN"	"Homo sapiens"	"122"	"125"	"9606"	"False"
"CHEMBL3817720"	"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase"	"Q9BV57"	"SINGLE PROTEIN"	"Homo sapiens"	"4"	"4"	"9606"	"False"
"CHEMBL3817721"	"Glutaryl-CoA dehydrogenase, mitochondrial"	"Q92947"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"8"	"9606"	"False"
"CHEMBL4105932"	"Serine/threonine-protein kinase/endoribonuclease IRE2"	"Q76MJ5"	"SINGLE PROTEIN"	"Homo sapiens"	"255"	"257"	"9606"	"False"
"CHEMBL5465381"	"MUS81-ECE2"	"P0DPD6|Q96NY9"	"PROTEIN COMPLEX"	"Homo sapiens"	"2"	"10"	"9606"	"False"
"CHEMBL3706559"	"Mitochondrial amidoxime-reducing component 1"	"Q5VT66"	"SINGLE PROTEIN"	"Homo sapiens"	"28"	"51"	"9606"	"False"
"CHEMBL5465280"	"Diacylglycerol kinase iota"	"O75912"	"SINGLE PROTEIN"	"Homo sapiens"	"6"	"6"	"9606"	"False"
"CHEMBL4943"	"Kallikrein 12"	"Q9UKR0"	"SINGLE PROTEIN"	"Homo sapiens"	"6"	"8"	"9606"	"False"
"CHEMBL2396507"	"Dual specificity protein phosphatase 15"	"Q9H1R2"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL3751654"	"5'(3')-deoxyribonucleotidase, mitochondrial"	"Q9NPB1"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL5465215"	"Cereblon/Baculoviral IAP repeat-containing protein 3"	"Q13489|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"21"	"45"	"9606"	"False"
"CHEMBL5212"	"Membrane-associated guanylate kinase-related 3"	"Q5TCQ9"	"SINGLE PROTEIN"	"Homo sapiens"	"21"	"22"	"9606"	"False"
"CHEMBL4680036"	"Terminal nucleotidyltransferase 4B"	"Q8NDF8"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL4866"	"Glutathione S-transferase A3"	"Q16772"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL1250344"	"Serine palmitoyltransferase 2"	"O15270"	"SINGLE PROTEIN"	"Homo sapiens"	"14"	"14"	"9606"	"False"
"CHEMBL4295709"	"Fructose-bisphosphate aldolase C"	"P09972"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5465316"	"Diacylglycerol kinase kappa"	"Q5KSL6"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL2612"	"Valyl-tRNA synthetase 2"	"P26640"	"SINGLE PROTEIN"	"Homo sapiens"	"11"	"11"	"9606"	"False"
"CHEMBL2261"	"Glyoxalase II"	"Q16775"	"SINGLE PROTEIN"	"Homo sapiens"	"5"	"7"	"9606"	"False"
"CHEMBL5291687"	"Cereblon/RAC-gamma serine/threonine-protein kinase"	"Q9Y243|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4105788"	"Inosine triphosphate pyrophosphatase"	"Q9BY32"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4105773"	"Serine/threonine-protein phosphatase 6 regulatory subunit 3"	"Q5H9R7"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL3038470"	"CDK2/Cyclin A1"	"P24941|P78396"	"PROTEIN COMPLEX"	"Homo sapiens"	"184"	"201"	"9606"	"False"
"CHEMBL1163101"	"Serine/threonine-protein kinase/endoribonuclease IRE1"	"O75460"	"SINGLE PROTEIN"	"Homo sapiens"	"1011"	"1714"	"9606"	"False"
"CHEMBL3508692"	"Docosahexaenoic acid omega-hydroxylase CYP4F3"	"Q08477"	"SINGLE PROTEIN"	"Homo sapiens"	"35"	"58"	"9606"	"False"
"CHEMBL4295975"	"Ubiquitin carboxyl-terminal hydrolase 25"	"Q9UHP3"	"SINGLE PROTEIN"	"Homo sapiens"	"265"	"275"	"9606"	"False"
"CHEMBL5404"	"Serine/threonine-protein kinase tousled-like 2"	"Q86UE8"	"SINGLE PROTEIN"	"Homo sapiens"	"499"	"752"	"9606"	"False"
"CHEMBL1250342"	"Deoxyribonuclease-2-alpha"	"O00115"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL1795196"	"Serine/threonine-protein kinase WNK4"	"Q96J92"	"SINGLE PROTEIN"	"Homo sapiens"	"157"	"166"	"9606"	"False"
"CHEMBL3351190"	"Hepatocyte growth factor activator"	"Q04756"	"SINGLE PROTEIN"	"Homo sapiens"	"128"	"149"	"9606"	"False"
"CHEMBL3430877"	"Proto-oncogene tyrosine-protein kinase receptor Ret /Nuclear receptor coactivator 4 fusion protein"	"P07949|Q13772"	"CHIMERIC PROTEIN"	"Homo sapiens"	"6"	"18"	"9606"	"False"
"CHEMBL2380187"	"Poly [ADP-ribose] polymerase 6"	"Q2NL67"	"SINGLE PROTEIN"	"Homo sapiens"	"28"	"33"	"9606"	"False"
"CHEMBL5483189"	"CDK1/Cyclin E"	"P06493|P24864|O96020"	"PROTEIN COMPLEX GROUP"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3038466"	"Calpain1/2"	"P17655|P07384"	"PROTEIN FAMILY"	"Homo sapiens"	"9"	"15"	"9606"	"False"
"CHEMBL4523595"	"DNA ligase 4"	"P49917"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3032"	"Protein kinase N2"	"Q16513"	"SINGLE PROTEIN"	"Homo sapiens"	"1568"	"2037"	"9606"	"False"
"CHEMBL3924"	"Dual specificity phosphatase 22"	"Q9NRW4"	"SINGLE PROTEIN"	"Homo sapiens"	"79"	"89"	"9606"	"False"
"CHEMBL4811"	"Uridine phosphorylase 1"	"Q16831"	"SINGLE PROTEIN"	"Homo sapiens"	"36"	"88"	"9606"	"False"
"CHEMBL2111368"	"Cathepsin (S and K)"	"P25774|P43235"	"SELECTIVITY GROUP"	"Homo sapiens"	"95"	"96"	"9606"	"False"
"CHEMBL5754"	"MAP/microtubule affinity-regulating kinase 4"	"Q96L34"	"SINGLE PROTEIN"	"Homo sapiens"	"1012"	"1590"	"9606"	"False"
"CHEMBL5052"	"Serine/threonine-protein kinase MRCK beta"	"Q9Y5S2"	"SINGLE PROTEIN"	"Homo sapiens"	"1028"	"1699"	"9606"	"False"
"CHEMBL2375201"	"Tyrosine-protein kinase transmembrane receptor ROR2"	"Q01974"	"SINGLE PROTEIN"	"Homo sapiens"	"5"	"5"	"9606"	"False"
"CHEMBL2111434"	"VEGF-receptor 2 and Fibroblast growth factor receptor 2"	"P35968|P21802"	"SELECTIVITY GROUP"	"Homo sapiens"	"15"	"15"	"9606"	"False"
"CHEMBL3885548"	"Cyclin-A1/Cyclin-dependent kinase 4"	"P11802|P78396"	"PROTEIN COMPLEX"	"Homo sapiens"	"4"	"4"	"9606"	"False"
"CHEMBL2401"	"Sarcoplasmic/endoplasmic reticulum calcium ATPase 3"	"Q93084"	"SINGLE PROTEIN"	"Homo sapiens"	"5"	"6"	"9606"	"False"
"CHEMBL1743186"	"Microsomal glutathione S-transferase 3"	"O14880"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"13"	"9606"	"False"
"CHEMBL2522"	"Beta-galactosidase"	"P16278"	"SINGLE PROTEIN"	"Homo sapiens"	"197"	"339"	"9606"	"False"
"CHEMBL2096906"	"Carbonic anhydrases; II & IX"	"P00918|Q16790"	"SELECTIVITY GROUP"	"Homo sapiens"	"207"	"262"	"9606"	"False"
"CHEMBL3313835"	"S-adenosylmethionine synthase isoform type-2"	"P31153"	"SINGLE PROTEIN"	"Homo sapiens"	"667"	"805"	"9606"	"False"
"CHEMBL4523400"	"Polypeptide N-acetylgalactosaminyltransferase 6"	"Q8NCL4"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2693"	"Cystinyl aminopeptidase"	"Q9UIQ6"	"SINGLE PROTEIN"	"Homo sapiens"	"247"	"313"	"9606"	"False"
"CHEMBL5388"	"Serine/threonine-protein kinase tousled-like 1"	"Q9UKI8"	"SINGLE PROTEIN"	"Homo sapiens"	"371"	"467"	"9606"	"False"
"CHEMBL2189127"	"Monoacylglycerol lipase ABHD6"	"Q9BV23"	"SINGLE PROTEIN"	"Homo sapiens"	"249"	"331"	"9606"	"False"
"CHEMBL5516"	"Monoacylglycerol lipase ABHD12"	"Q8N2K0"	"SINGLE PROTEIN"	"Homo sapiens"	"151"	"199"	"9606"	"False"
"CHEMBL3526"	"Muscle glycogen phosphorylase"	"P11217"	"SINGLE PROTEIN"	"Homo sapiens"	"167"	"197"	"9606"	"False"
"CHEMBL3708265"	"7,8-dihydro-8-oxoguanine triphosphatase"	"P36639"	"SINGLE PROTEIN"	"Homo sapiens"	"164"	"282"	"9606"	"False"
"CHEMBL5970"	"Mitogen-activated protein kinase kinase kinase 3"	"Q99759"	"SINGLE PROTEIN"	"Homo sapiens"	"500"	"605"	"9606"	"False"
"CHEMBL1163128"	"Microtubule-associated serine/threonine-protein kinase 1"	"Q9Y2H9"	"SINGLE PROTEIN"	"Homo sapiens"	"241"	"264"	"9606"	"False"
"CHEMBL4426"	"Phospholipase A2 group 1B"	"P04054"	"SINGLE PROTEIN"	"Homo sapiens"	"615"	"720"	"9606"	"False"
"CHEMBL3308982"	"CDC42BPA protein"	"B9EGA7"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"9"	"9606"	"False"
